iata,name,city,country_code,size_rank
PAE,Seattle Paine Field International Airport,Everett,US,1
PAG,Pagadian Airport,Pagadian,PH,1
PAH,Barkley Regional Airport,Paducah,US,1
PAT,Jay Prakash Narayan Airport,Patna,IN,1
PAV,Paulo Afonso Airport,Paulo Afonso,BR,1
PAZ,El Tajín National Airport,Poza Rica,MX,1
PBD,Porbandar Airport,Porbandar,IN,1
PBG,Plattsburgh International Airport,Plattsburgh,US,1
PBO,Paraburdoo Airport,Paraburdoo,AU,1
PBR,Puerto Barrios Airport,Puerto Barrios,GT,1
PBU,Putao Airport,Putao,MM,1
PCP,Principe Airport,São Tomé & Príncipe,ST,1
PCR,German Olano Airport,Puerto Carreño,CO,1
PDA,Obando Cesar Gaviria Trujillo Airport,Puerto Inírida,CO,1
PDK,DeKalb Peachtree Airport,Atlanta,US,1
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,ID,1
PDP,Capitan Corbeta CA Curbelo International Airport,Punta del Este,UY,1
PDS,Piedras Negras International Airport,Piedras Negras,MX,1
PDT,Eastern Oregon Regional Airport at Pendleton,Pendleton,US,1
PEI,Matecaña International Airport,Pereira,CO,1
PEM,Padre Aldamiz International Airport,Puerto Maldonado,PE,1
PES,Petrozavodsk Airport,Petrozavodsk,RU,1
PET,João Simões Lopes Neto International Airport,Pelotas,BR,1
PEX,Pechora Airport,Pechora,RU,1
PEZ,Penza Airport,Penza,RU,1
PFB,Lauro Kurtz Airport,Passo Fundo,BR,1
PGA,Page Municipal Airport,Page,US,1
PGD,Punta Gorda Airport,Punta Gorda,US,1
PGF,Perpignan-Rivesaltes (Llabanère) Airport,Perpignan/Rivesaltes,FR,1
PGH,Pantnagar Airport,Pantnagar,IN,1
PGK,Depati Amir Airport,Pangkal Pinang,ID,1
PGU,Persian Gulf International Airport,Khiyaroo,IR,1
PGV,Pitt-Greenville Airport,Greenville,US,1
PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,Ponta Grossa,BR,1
PHB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,Parnaíba,BR,1
PHF,Newport News Williamsburg International Airport,Newport News,US,1
PHG,Port Harcourt City Airport / Port Harcourt Air Force Base,Port Harcourt,NG,1
PHS,Phitsanulok Airport,Phitsanulok,TH,1
PHW,Hendrik Van Eck Airport,Phalaborwa,ZA,1
PHY,Phetchabun Airport,Phetchabun Airport,TH,1
PIA,General Wayne A. Downing Peoria International Airport,Peoria,US,1
PIB,Hattiesburg Laurel Regional Airport,Moselle,US,1
PIH,Pocatello Regional Airport,Pocatello,US,1
PIR,Pierre Regional Airport,Pierre,US,1
PIS,Poitiers-Biard Airport,Poitiers/Biard,FR,1
PIU,PAF Captain Guillermo Concha Iberico International Airport,Piura,PE,1
PIX,Pico Airport,Pico Island,PT,1
PIZ,Point Lay LRRS Airport,Point Lay,US,1
PJM,Puerto Jimenez Airport,Puerto Jimenez,CR,1
PKB,Mid Ohio Valley Regional Airport,Parkersburg (Williamstown),US,1
PKE,Parkes Airport,Parkes,AU,1
PKR,Pokhara Domestic Airport,Pokhara,NP,1
PKU,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,Pekanbaru,ID,1
PKV,Princess Olga Pskov International Airport,Pskov,RU,1
PKY,Tjilik Riwut Airport,Palangkaraya,ID,1
PLJ,Placencia Airport,Placencia,BZ,1
PLM,Sultan Mahmud Badaruddin II Airport,Palembang,ID,1
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,US,1
PLO,Port Lincoln Airport,Port Lincoln,AU,1
PLW,Mutiara - SIS Al-Jufrie Airport,Palu,ID,1
PMF,Parma Airport,Parma (PR),IT,1
PMG,Ponta Porã Airport,Ponta Porã,BR,1
PMQ,Perito Moreno Jalil Hamer Airport,Perito Moreno,AR,1
PMR,Palmerston North Airport,Palmerston North,NZ,1
PMW,Brigadeiro Lysias Rodrigues Airport,Palmas,BR,1
PMY,El Tehuelche Airport,Puerto Madryn,AR,1
PNA,Pamplona Airport,Pamplona,ES,1
PNI,Pohnpei International Airport,Pohnpei Island,FM,1
PNL,Pantelleria Airport,Pantelleria (TP),IT,1
PNP,Girua Airport,Popondetta,PG,1
PNT,Lieutenant Julio Gallardo Airport,Puerto Natales,CL,1
PNY,Pondicherry Airport,Puducherry (Pondicherry),IN,1
PNZ,Senador Nilo Coelho Airport,Petrolina,BR,1
POL,Pemba Airport,Pemba,MZ,1
POP,Gregorio Luperon International Airport,Puerto Plata,DO,1
POR,Pori Airport,Pori,FI,1
PPB,Presidente Prudente Airport,Presidente Prudente,BR,1
PPN,Guillermo León Valencia Airport,Popayán,CO,1
PPP,Proserpine Whitsunday Coast Airport,Proserpine,AU,1
PQI,Presque Isle International Airport,Presque Isle,US,1
PQQ,Port Macquarie Airport,Port Macquarie,AU,1
PRA,General Urquiza Airport,Parana,AR,1
PRC,Prescott Regional Airport - Ernest A. Love Field,Prescott,US,1
PRI,Praslin Island Airport,Praslin Island,SC,1
PRM,Portimão Airport,Portimão,PT,1
PSC,Tri Cities Airport,Pasco,US,1
PSE,Mercedita International Airport,Ponce,PR,1
PSG,Petersburg James A Johnson Airport,Petersburg,US,1
PSM,Portsmouth International Airport at Pease,Portsmouth,US,1
PSO,Antonio Nariño Airport,Chachagüí,CO,1
PSS,Libertador Gral D Jose De San Martin Airport,Posadas,AR,1
PSU,Pangsuma Airport,Putussibau-Borneo Island,ID,1
PSZ,Capitán Av. Salvador Ogaya G. airport,Puerto Suárez,BO,1
PTH,Port Heiden Airport,Port Heiden,US,1
PTJ,Portland Airport,Portland Airport,AU,1
PTU,Platinum Airport,Platinum,US,1
PUB,Pueblo Memorial Airport,Pueblo,US,1
PUD,Puerto Deseado Airport,Puerto Deseado,AR,1
PUF,Pau Pyrénées Airport,Pau/Pyrénées (Uzein),FR,1
PUG,Port Augusta Airport,Port Augusta Airport,AU,1
PUU,Tres De Mayo Airport,Puerto Asís,CO,1
PUW,Pullman-Moscow Regional Airport,Pullman,US,1
PUZ,Puerto Cabezas Airport,Puerto Cabezas,NI,1
PVA,El Embrujo Airport,Providencia,CO,1
PVK,Aktion National Airport,Preveza,GR,1
PVU,Provo Municipal Airport,Provo,US,1
PWE,Pevek Airport,Apapelgino,RU,1
PXM,Puerto Escondido International Airport,Puerto Escondido,MX,1
PXO,Porto Santo Airport,Vila Baleira,PT,1
PXR,Surin Airport,Surin,TH,1
PXU,Pleiku Airport,Pleiku,VN,1
PYJ,Polyarny Airport,Yakutia,RU,1
PZB,Pietermaritzburg Airport,Pietermaritzburg,ZA,1
PZH,Zhob Airport,Fort Sandeman,PK,1
PZI,Panzhihua Bao'anying Airport,Panzhihua (Renhe),CN,1
QBC,Bella Coola Airport,Bella Coola,CA,1
QOW,Sam Mbakwe International Cargo Airport,Owerri,NG,1
QRW,Warri Airport,Okpe,NG,1
QSF,Ain Arnat Airport,Sétif,DZ,1
QSR,Salerno Costa d'Amalfi Airport,Salerno,IT,1
QSZ,Shache Airport,Shache,CN,1
QUO,Akwa Ibom International Airport,Uyo,NG,1
RAB,Tokua Airport,Kokopo,PG,1
RAE,Arar Domestic Airport,Arar,SA,1
RAH,Rafha Domestic Airport,Rafha,SA,1
RAO,Leite Lopes Airport,Ribeirão Preto,BR,1
RAP,Rapid City Regional Airport,Rapid City,US,1
RAS,Sardar-e-Jangal Airport,Rasht,IR,1
RBY,Ruby Airport,Ruby,US,1
RCB,Richards Bay Airport,Richards Bay,ZA,1
RCH,Almirante Padilla Airport,Riohacha,CO,1
RDD,Redding Municipal Airport,Redding,US,1
RDM,Roberts Field,Redmond,US,1
RDO,Warsaw Radom Airport,Radom,PL,1
RDP,Kazi Nazrul Islam Airport,Durgapur,IN,1
RDZ,Rodez–Aveyron Airport,Rodez/Marcillac,FR,1
REG,Reggio Calabria Airport,Reggio Calabria,IT,1
REL,Almirante Marco Andres Zar Airport,Rawson,AR,1
REN,Orenburg Central Airport,Orenburg,RU,1
RER,Retalhuleu Airport,Retalhuleu,GT,1
REW,"Rewa Airport, Chorhata, REWA",Rewa,IN,1
REX,General Lucio Blanco International Airport,Reynosa,MX,1
RFD,Chicago Rockford International Airport,Chicago/Rockford,US,1
RFP,Raiatea Airport,Uturoa,PF,1
RGA,Gobernador Ramón Trejo Noel International Airport,Rio Grande,AR,1
RGI,Rangiroa Airport,Rangiroa Airport,PF,1
RGO,Orang (Chongjin) Airport,Hoemun-ri,KP,1
RHD,Termas de Río Hondo international Airport,Termas de Río Hondo,AR,1
RHI,Rhinelander Oneida County Airport,Rhinelander,US,1
RIA,Santa Maria Airport,Santa Maria,BR,1
RIB,Capitán Av. Selin Zeitun Lopez Airport,Riberalta,BO,1
RIS,Rishiri Airport,Rishiri,JP,1
RIW,Central Wyoming Regional Airport,Riverton,US,1
RIZ,Rizhao Shanzihe Airport,Rizhao (Donggang),CN,1
RJA,Rajahmundry Airport,Madhurapudi,IN,1
RJH,Shah Makhdum Airport,Rajshahi,BD,1
RJL,Logroño-Agoncillo Airport,Logroño,ES,1
RJN,Rafsanjan Airport,Rafsanjan,IR,1
RKD,Knox County Regional Airport,Rockland,US,1
RKE,Copenhagen Roskilde Airport,Roskilde,DK,1
RKS,Southwest Wyoming Regional Airport,Rock Springs,US,1
RKV,Reykjavík Domestic Airport,Reykjavík,IS,1
RLG,Rostock-Laage Airport,Laage,DE,1
RLK,Bayannur Tianjitai Airport,Bayannur,CN,1
RMA,Roma Airport,Roma,AU,1
RMZ,Tobolsk Remezov Airport,Tobolsk,RU,1
RNB,Ronneby Airport,Ronneby,SE,1
RNJ,Yoron Airport,Yoron,JP,1
RNN,Bornholm Airport,Rønne,DK,1
RNS,Rennes-Saint-Jacques Airport,"Saint-Jacques-de-la-Lande, Ille-et-Vilaine",FR,1
ROA,Roanoke–Blacksburg Regional Airport,Roanoke,US,1
ROI,Roi Et Airport,Roi Et,TH,1
ROK,Rockhampton Airport,Rockhampton,AU,1
ROO,Maestro Marinho Franco Airport,Rondonópolis,BR,1
ROT,Rotorua Regional Airport,Rotorua,NZ,1
ROW,Roswell Air Center Airport,Roswell,US,1
RPR,Swami Vivekananda Airport,Raipur,IN,1
RQA,Ruoqiang Loulan Airport,Ruoqiang Town,CN,1
RRG,Sir Charles Gaetan Duval Airport,Port Mathurin,MU,1
RRS,Røros Airport,Røros,NO,1
RSA,Santa Rosa Airport,Santa Rosa,AR,1
RSD,Rock Sound International Airport,Rock Sound,BS,1
RST,Rochester International Airport,Rochester,US,1
RSU,Yeosu Airport,Yeosu,KR,1
RUA,Arua Airport,Arua,UG,1
RUR,Rurutu Airport,Rurutu Airport,PF,1
RUT,Rutland - Southern Vermont Regional Airport,Rutland,US,1
RVK,"Rørvik Airport, Ryum",Rørvik,NO,1
RVY,Pres. Gral. Óscar D. Gestido Binational Airport,Rivera/Santana do Livramento,UY,1
RXS,Roxas Airport,Roxas City,PH,1
RYK,Shaikh Zaid Airport,Rahim Yar Khan,PK,1
RZR,Ramsar Airport,Ramsar,IR,1
RZV,Rize–Artvin Airport,Rize,TR,1
SAB,Juancho E. Yrausquin Airport,Zion's Hill,BQ,1
SAF,Santa Fe Municipal Airport,Santa Fe,US,1
SAQ,San Andros Airport,Andros Island,BS,1
SBA,Santa Barbara Municipal Airport,Santa Barbara,US,1
SBH,St. Jean Airport,Gustavia,BL,1
SBN,South Bend International Airport,South Bend,US,1
SBP,San Luis County Regional Airport,San Luis Obispo,US,1
SBT,Sabetta International Airport,Sabetta,RU,1
SBW,Sibu Airport,Sibu,MY,1
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,US,1
SCC,Deadhorse Airport,Deadhorse,US,1
SCE,State College Regional Airport,State College,US,1
SCK,Stockton Metropolitan Airport,Stockton,US,1
SCN,Saarbrücken Airport,Saarbrücken,DE,1
SCT,Socotra Airport,Mori,YE,1
SCW,Syktyvkar Airport,Syktyvkar,RU,1
SDD,Lubango Mukanka International Airport,Lubango,AO,1
SDE,Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago del Estero,AR,1
SDG,Sanandaj Airport,Sanandaj Airport,IR,1
SDK,Sandakan Airport,Sandakan,MY,1
SDL,Sundsvall-Härnösand Airport,Sundsvall/ Härnösand,SE,1
SDP,Sand Point Airport,Sand Point,US,1
SDR,Seve Ballesteros-Santander Airport,Santander,ES,1
SDS,Sado Airport,Sado,JP,1
SDW,Sindhudurg Airport,Chipi,IN,1
SDY,Sidney - Richland Regional Airport,Sidney,US,1
SEB,Sabha Airport,Sabha,LY,1
SEK,Srednekolymsk Airport,Srednekolymsk,RU,1
SEN,London Southend Airport,"Southend-on-Sea, Essex",GB,1
SFA,Sfax Thyna International Airport,Sfax,TN,1
SFG,Grand Case-l'Espérance Airport,Grand Case,MF,1
SFJ,Kangerlussuaq International Airport,Kangerlussuaq,GL,1
SFN,Sauce Viejo Airport,Santa Fe,AR,1
SFT,Skellefteå Airport,Skellefteå,SE,1
SGD,Sønderborg Airport,Sønderborg,DK,1
SGF,Springfield Branson National Airport,Springfield,US,1
SGU,St George Regional Airport,St George,US,1
SHB,Nakashibetsu Airport,Nakashibetsu,JP,1
SHD,Shenandoah Valley Regional Airport,Weyers Cave,US,1
SHI,Shimojishima Airport,Miyakojima,JP,1
SHL,Shillong Airport,Shillong,IN,1
SHM,Nanki Shirahama Airport,Shirahama,JP,1
SHR,Sheridan County Airport,Sheridan,US,1
SHS,Jingzhou Shashi Airport,Jingzhou (Shashi),CN,1
SHV,Shreveport Regional Airport,Shreveport,US,1
SHW,Sharurah Domestic Airport,Sharurah,SA,1
SIG,Fernando Luis Ribas Dominicci Airport,San Juan,PR,1
SIS,Sishen Airport,Sishen,ZA,1
SIT,Sitka Rocky Gutierrez Airport,Sitka,US,1
SJE,Jorge E. Gonzalez Torres Airport,San José Del Guaviare,CO,1
SJI,San Jose Airport,San Jose,PH,1
SJK,Professor Urbano Ernesto Stumpf Airport,São José Dos Campos,BR,1
SJL,São Gabriel da Cachoeira Airport,São Gabriel da Cachoeira,BR,1
SJP,Prof. Eribelto Manoel Reino State Airport,São José do Rio Preto,BR,1
SJT,San Angelo Regional Mathis Field,San Angelo,US,1
SJZ,São Jorge Airport,Velas,PT,1
SKN,"Stokmarknes Airport, Skagen",Hadsel,NO,1
SKZ,Begum Nusrat Bhutto International Airport Sukkur,Sukkur,PK,1
SLD,Sliač Airport,Sliač,SK,1
SLE,Salem-Willamette Valley Airport/McNary Field,Salem,US,1
SLK,Adirondack Regional Airport,Saranac Lake,US,1
SLM,Salamanca Airport,Salamanca,ES,1
SLN,Salina Municipal Airport,Salina,US,1
SLP,Ponciano Arriaga International Airport,San Luis Potosí,MX,1
SLU,George F. L. Charles Airport,Castries,LC,1
SLW,Plan de Guadalupe International Airport,Saltillo,MX,1
SLY,Salekhard Airport,Salekhard,RU,1
SMA,Santa Maria Airport,Vila do Porto,PT,1
SMI,Samos Airport,Samos Island,GR,1
SML,Stella Maris Airport,Stella Maris,BS,1
SMN,Lemhi County Airport,Salmon,US,1
SMR,Simón Bolívar International Airport,Santa Marta,CO,1
SMS,Sainte Marie Airport,Vohilava,MG,1
SMW,Smara Airport,Smara,EH,1
SMX,Santa Maria Public Airport Captain G Allan Hancock Field,Santa Maria,US,1
SNB,Snake Bay Airport,Milikapiti,AU,1
SNE,Preguiça Airport,Preguiça,CV,1
SNO,Sakon Nakhon Airport,Sakon Nakhon Airport,TH,1
SNP,St Paul Island Airport,St Paul Island,US,1
SNV,Santa Elena de Uairén Airport,Santa Elena de Uairén,VE,1
SNW,Thandwe Airport,Thandwe,MM,1
SOB,Hévíz–Balaton Airport,Sármellék,HU,1
SOJ,Sørkjosen Airport,Sørkjosen,NO,1
SOM,San Tomé Airport,El Tigre,VE,1
SON,Santo Pekoa International Airport,Luganville,VU,1
SOQ,Domine Eduard Osok Airport,Sorong,ID,1
SOU,Southampton Airport,Southampton,GB,1
SOW,Show Low Regional Airport,Show Low,US,1
SPC,La Palma Airport,"Sta Cruz de la Palma, La Palma Island",ES,1
SPD,Saidpur Airport,Saidpur,BD,1
SPI,Abraham Lincoln Capital Airport,Springfield,US,1
SPN,Saipan International Airport,"I Fadang, Saipan",MP,1
SPP,Menongue Airport,Menongue,AO,1
SPR,John Greif II Airport,San Pedro,BZ,1
SPS,Wichita Falls Municipal Airport / Sheppard Air Force Base,Wichita Falls,US,1
SPY,San Pedro Airport,San Pedro Airport,CI,1
SQD,Shangrao Sanqingshan Airport,Shangrao (Hengfeng),CN,1
SQG,Tebelian Airport,Sintang,ID,1
SQJ,Sanming Shaxian Airport,Sanming (Sha),CN,1
SQL,San Carlos Airport,San Carlos,US,1
SRP,"Stord Airport, Sørstokken",Leirvik,NO,1
SRT,Soroti Airport,Soroti,UG,1
SRY,Sari Dasht-e Naz International Airport,Sari,IR,1
SRZ,El Trompillo Airport,Santa Cruz,BO,1
SSJ,"Sandnessjøen Airport, Stokka",Alstahaug,NO,1
SST,Santa Teresita Airport,Santa Teresita,AR,1
SSY,Mbanza Congo Airport,Mbanza Congo,AO,1
STC,Saint Cloud Regional Airport,Saint Cloud,US,1
STD,Mayor Buenaventura Vivas International Airport,Santo Domingo,VE,1
STG,St George Airport,St George,US,1
STM,Santarém - Maestro Wilson Fonseca International Airport,Santarém,BR,1
STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,US,1
STW,Stavropol Shpakovskoye Airport,Stavropol,RU,1
STX,Henry E. Rohlsen Airport,Christiansted,VI,1
SUG,Surigao Airport,Surigao City,PH,1
SUI,Vladislav Ardzinba Sukhum International Airport,Sukhumi,GE,1
SUJ,Satu Mare International Airport,Satu Mare,RO,1
SUN,Friedman Memorial Airport,Hailey,US,1
SUX,Sioux Gateway Airport / Brigadier General Bud Day Field,Sioux City,US,1
SVA,Savoonga Airport,Savoonga,US,1
SVB,Sambava Airport,Sambava,MG,1
SVC,Grant County Airport,Silver City,US,1
SVI,Eduardo Falla Solano Airport,San Vicente Del Caguán,CO,1
SVJ,"Svolvær Airport, Helle",Svolvær,NO,1
SVL,Savonlinna Airport,Savonlinna,FI,1
SVZ,Juan Vicente Gómez International Airport,San Antonio del Tachira,VE,1
SWF,New York Stewart International Airport,Newburgh,US,1
SWO,Stillwater Regional Airport,Stillwater,US,1
SYO,Shonai Airport,Shonai,JP,1
SYQ,Tobías Bolaños International Airport,San Jose,CR,1
SYS,Saskylakh Airport,Saskylakh,RU,1
SYY,Stornoway Airport,"Stornoway, Western Isles",GB,1
SZA,Soyo Airport,Soyo,AO,1
SZF,Samsun-Çarşamba Airport,Samsun,TR,1
SZH,Shuozhou Zirun Airport,Shuozhou,CN,1
SZK,Skukuza Airport,Skukuza,ZA,1
SZY,Olsztyn-Mazury Airport,Szymany,PL,1
TAC,Daniel Z. Romualdez Airport,Tacloban City,PH,1
TAH,Whitegrass Airport,Tanna Island,VU,1
TAI,Taiz International Airport,Taiz,YE,1
TAM,General Francisco Javier Mina International Airport,Ciudad Madero,MX,1
TAP,Tapachula International Airport,Tapachula,MX,1
TAT,Poprad-Tatry Airport,Poprad,SK,1
TAY,Tartu Airport,Tartu,EE,1
TBB,Dong Tac Airport,Tuy Hoa,VN,1
TBH,Tugdan Airport,Tablas Island,PH,1
TBI,New Bight Airport,Cat Island,BS,1
TBJ,Tabarka-Aïn Draham International Airport,Tabarka,TN,1
TBN,Waynesville-St. Robert Regional Airport-Forney Field,Fort Leonard Wood,US,1
TBP,Captain Pedro Canga Rodríguez International Airport,Tumbes,PE,1
TBT,Tabatinga International Airport,Tabatinga,BR,1
TCA,Tennant Creek Airport,Tennant Creek,AU,1
TCB,Treasure Cay Airport,Treasure Cay,BS,1
TCO,La Florida Airport,Tumaco,CO,1
TCP,Taba International Airport,Taba,EG,1
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,Tacna,PE,1
TCZ,Tengchong Tuofeng Airport,Baoshan (Tengchong),CN,1
TDD,Teniente Av. Jorge Henrich Arauz Airport,Trinidad,BO,1
TDK,Taldykorgan Airport,Taldykorgan,KZ,1
TDX,Trat Airport,Laem Ngop,TH,1
TEB,Teterboro Airport,Teterboro,US,1
TEE,Cheikh Larbi Tébessi Airport,Tébessi,DZ,1
TEN,Tongren Fenghuang Airport,Tongren (Daxing),CN,1
TEQ,Tekirdağ Çorlu Airport,Çorlu,TR,1
TER,Lajes Airport,Praia da Vitória,PT,1
TEX,Telluride Regional Airport,Telluride,US,1
TEZ,Tezpur Airport,Tezpur Airport,IN,1
TFF,Tefé Airport,Tefé,BR,1
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY,1
TGJ,Tiga Airport,Tiga,NC,1
TGM,Târgu Mureş Transilvania International Airport,Recea,RO,1
TGO,Tongliao Airport,Tongliao,CN,1
TGR,Touggourt Sidi Madhi Airport,Touggourt,DZ,1
TGT,Tanga Airport,Tanga,TZ,1
TGU,Toncontín Airport,Tegucigalpa,HN,1
TGZ,Angel Albino Corzo International Airport,Tuxtla Gutiérrez,MX,1
THE,Senador Petrônio Portela Airport,Teresina,BR,1
THG,Thangool Airport,Biloela,AU,1
THL,Tachileik Airport,Tachileik,MM,1
THN,Trollhättan-Vänersborg Airport,Trollhättan,SE,1
THQ,Tianshui Maijishan Airport,Tianshui (Maiji),CN,1
THS,Sukhothai Airport,Sukhothai Airport,TH,1
TIH,Tikehau Airport,Tuherahera,PF,1
TIM,Mozes Kilangin Airport,Timika,ID,1
TIN,Tindouf Airport,Tindouf,DZ,1
TIQ,Francisco Manglona Borja / Tinian International Airport,Tinian Island,MP,1
TIU,Timaru Airport,Timaru Airport,NZ,1
TIV,Tivat Airport,Tivat,ME,1
TIW,Tacoma Narrows Airport,Tacoma,US,1
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO,1
TJG,Warukin Airport,Tanta-Tabalong,ID,1
TJH,Konotori Tajima Airport,Toyooka,JP,1
TJK,Tokat Airport,Tokat,TR,1
TKD,Takoradi Airport,Sekondi-Takoradi,GH,1
TKF,Truckee Tahoe Airport,Truckee,US,1
TKG,Radin Inten II International Airport,Bandar Lampung,ID,1
TKN,Tokunoshima Airport,Amagi,JP,1
TKP,Takapoto Airport,Takapoto Airport,PF,1
TKX,Takaroa Airport,Takaroa Airport,PF,1
TLE,Toliara Airport,Toliara,MG,1
TLH,Tallahassee International Airport,Tallahassee,US,1
TLN,Toulon-Hyères Airport,"Hyères, Var",FR,1
TLQ,Turpan Jiaohe Airport,Turpan,CN,1
TME,Gustavo Vargas Airport,Tame,CO,1
TMH,Tanah Merah Airport,Tanah Merah,ID,1
TMJ,Termez Airport,Termez,UZ,1
TMT,Trombetas Airport,Oriximiná,BR,1
TMW,Tamworth Airport,Tamworth,AU,1
TMX,Timimoun Airport,Timimoun,DZ,1
TND,Alberto Delgado Airport,Trinidad,CU,1
TNE,New Tanegashima Airport,Tanegashima,JP,1
TNH,Tonghua Sanyuanpu Airport,Tonghua,CN,1
TNJ,Raja Haji Fisabilillah International Airport,Tanjung Pinang-Bintan Island,ID,1
TOD,Tioman Airport,Tioman Island,MY,1
TOE,Tozeur Nefta International Airport,Tozeur,TN,1
TOL,Eugene F. Kranz Toledo Express Airport,Toledo,US,1
TOU,Touho Airport,Touho,NC,1
TOY,Toyama Kitokito Airport,Toyama,JP,1
TPJ,Taplejung Airport,Taplejung,NP,1
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,Tarapoto,PE,1
TPQ,Amado Nervo National Airport,Tepic,MX,1
TPS,Vincenzo Florio Airport Trapani-Birgi,Trapani (TP),IT,1
TRA,Tarama Airport,Tarama,JP,1
TRC,Francisco Sarabia Tinoco International Airport,Torreón,MX,1
TRE,Tiree Airport,"Balemartine, Argyll and Bute",GB,1
TRG,Tauranga Airport,Tauranga,NZ,1
TRI,Tri-Cities Regional TN/VA Airport,Blountville,US,1
TRK,Juwata International Airport / Suharnoko Harbani AFB,Tarakan,ID,1
TRR,China Bay Airport,Trincomalee,LK,1
TRT,Toraja Airport,Toraja,ID,1
TSJ,Tsushima Airport,Tsushima,JP,1
TSM,Taos Regional Airport,Taos,US,1
TST,Trang Airport,Trang,TH,1
TSV,Townsville Airport / RAAF Base Townsville,Townsville,AU,1
TTA,Tan Tan Airport,Tan Tan,MA,1
TTE,Sultan Babullah Airport,Ternate,ID,1
TTJ,Tottori Sand Dunes Conan Airport,Tottori,JP,1
TTN,Trenton Mercer Airport,Ewing Township,US,1
TTT,Taitung Airport,Taitung City,TW,1
TUA,Lieutenant Colonel Luis A. Mantilla International Airport,Tulcán,EC,1
TUB,Tubuai Airport,Tubuai Airport,PF,1
TUF,Tours Val de Loire Airport,"Tours, Indre-et-Loire",FR,1
TUG,Tuguegarao Airport,Tuguegarao City,PH,1
TUI,Turaif Domestic Airport,Turaif,SA,1
TUO,Taupo Airport,Taupo,NZ,1
TUP,Tupelo Regional Airport,Tupelo,US,1
TUR,Tucuruí Airport,Tucuruí,BR,1
TVC,Cherry Capital Airport,Traverse City,US,1
TVF,Thief River Falls Regional Airport,Thief River Falls,US,1
TVT,Tashkent-Khumo International Airport,Tashkent,UZ,1
TVY,Dawei Airport,Dawei,MM,1
TWF,Joslin Field Magic Valley Regional Airport,Twin Falls,US,1
TWT,Sanga Sanga Airport,Bongao,PH,1
TWU,Tawau Airport,Tawau,MY,1
TXE,Rembele Airport,Takengon,ID,1
TXK,Texarkana Regional Airport (Webb Field),Texarkana,US,1
TYF,Torsby Airport,Torsby,SE,1
TYL,Captain Victor Montes Arias International Airport,Talara,PE,1
TYR,Tyler Pounds Regional Airport,Tyler,US,1
TZA,Sir Barry Bowen Municipal Airport,Belize City,BZ,1
TZN,Congo Town Airport,Andros,BS,1
TZX,Trabzon International Airport,Trabzon,TR,1
UAI,"Commander in Chief of FALINTIL, Kay Rala Xanana Gusmão, International Airport",Suai,TL,1
UAQ,Domingo Faustino Sarmiento Airport,San Juan,AR,1
UAR,Bouarfa Airport,Bouarfa,MA,1
UBA,Mário de Almeida Franco Airport,Uberaba,BR,1
UBJ,Yamaguchi Ube Airport,Ube,JP,1
UBP,Ubon Ratchathani Airport,Ubon Ratchathani,TH,1
UCB,Ulanqab Jining Airport,Ulanqab,CN,1
UCT,Ukhta Airport,Ukhta,RU,1
UDI,Ten. Cel. Aviador César Bombonato Airport,Uberlândia,BR,1
UDR,Maharana Pratap Airport,Udaipur,IN,1
UEL,Quelimane Airport,Quelimane,MZ,1
UEO,Kumejima Airport,Kumejima,JP,1
UGA,Bulgan Airport,Bulgan,MN,1
UGU,Bilorai Airport,Bilogai,ID,1
UIB,El Caraño Airport,Quibdó,CO,1
UIH,Phu Cat Airport,Quy Nohn,VN,1
UIN,Quincy Regional Airport Baldwin Field,Quincy,US,1
UKE,Utkela Airport,Bhawanipatna,IN,1
UKX,Ust-Kut Airport,Ust-Kut,RU,1
ULG,Ölgii Mongolei International Airport,Ölgii,MN,1
